                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     45,                0.96843,                0.80175,                0.98702,                0.74722,                0.66832,                0.75291,                0.40508,                 1.6367,                 1.4226,                 1.3632,              0.0001253,              0.0001253,              0.0001253
                     46,                0.94744,                0.77574,                0.97959,                0.78644,                0.68961,                0.75931,                0.41021,                 1.6264,                 1.3947,                 1.3519,              0.0001231,              0.0001231,              0.0001231
                     47,                 0.9552,                0.78791,                 0.9767,                0.78971,                0.66758,                 0.7421,                0.40792,                 1.6174,                 1.3757,                 1.3313,              0.0001209,              0.0001209,              0.0001209
                     48,                0.94345,                0.76554,                0.97401,                0.74915,                0.68659,                0.75857,                0.41707,                  1.608,                 1.3463,                 1.3386,              0.0001187,              0.0001187,              0.0001187
                     49,                0.93831,                0.76282,                0.97161,                0.78841,                0.67104,                0.74709,                0.41005,                   1.59,                 1.4129,                  1.322,             0.00011651,             0.00011651,             0.00011651
                     50,                0.93441,                0.75277,                0.97531,                0.76988,                0.66719,                0.74727,                0.41146,                 1.6157,                 1.3533,                 1.3429,             0.00011431,             0.00011431,             0.00011431
                     51,                0.92952,                0.76284,                 0.9748,                0.75185,                0.68454,                 0.7492,                0.41392,                 1.6143,                  1.375,                 1.3329,             0.00011211,             0.00011211,             0.00011211
                     52,                0.92386,                0.73539,                0.97289,                0.70876,                0.71892,                0.75888,                0.41093,                 1.6092,                 1.3857,                 1.3522,             0.00010991,             0.00010991,             0.00010991
                     53,                0.91374,                0.72654,                0.96805,                0.76688,                0.67071,                0.75758,                0.41439,                 1.6124,                 1.3214,                  1.343,             0.00010771,             0.00010771,             0.00010771
                     54,                0.91987,                0.74202,                0.97154,                0.71941,                0.67489,                0.74385,                 0.3976,                 1.6271,                 1.3911,                 1.3452,             0.00010552,             0.00010552,             0.00010552
                     55,                 0.9137,                0.72458,                0.96314,                0.74268,                0.67466,                 0.7487,                0.40486,                   1.61,                 1.3504,                 1.3402,             0.00010332,             0.00010332,             0.00010332
                     56,                0.89691,                0.71436,                0.95882,                0.78339,                0.65846,                0.74886,                 0.3983,                 1.6531,                 1.3803,                 1.3852,             0.00010112,             0.00010112,             0.00010112
                     57,                0.89562,                0.72078,                0.95706,                0.77501,                0.64297,                0.73868,                0.39673,                 1.6165,                  1.376,                 1.3527,             9.8923e-05,             9.8923e-05,             9.8923e-05
                     58,                0.88485,                 0.7071,                0.95738,                0.67745,                0.67956,                0.71487,                0.39508,                 1.6225,                 1.3945,                 1.3623,             9.6725e-05,             9.6725e-05,             9.6725e-05
                     59,                0.88277,                0.70059,                0.95748,                 0.7297,                0.67086,                0.73905,                0.40018,                 1.6237,                 1.3349,                 1.3702,             9.4528e-05,             9.4528e-05,             9.4528e-05
