                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     20,                 1.5128,                 2.6525,                0.95576,                0.00335,                      1,                0.25385,                0.12773,                 1.1155,                  4.461,                0.93796,             0.00079853,             0.00079853,             0.00079853
                     21,                 1.4858,                 2.4031,                 0.9635,                0.00167,                    0.5,                0.00262,                0.00159,                 1.1146,                 4.5131,                 0.9393,              0.0008289,              0.0008289,              0.0008289
                     22,                 1.2939,                 2.9189,                 1.0139,                 0.0026,                   0.75,                0.01209,                0.00892,                 1.1436,                 4.5377,                0.94814,             0.00085828,             0.00085828,             0.00085828
                     23,                 1.3812,                  2.375,                   1.01,                0.00337,                      1,                0.04667,                0.03535,                 1.2741,                 4.3483,                0.94959,             0.00088667,             0.00088667,             0.00088667
                     24,                 1.2845,                  1.806,                0.95242,                0.00336,                      1,                0.06282,                0.03853,                 1.4101,                 4.0128,                 1.0132,             0.00091407,             0.00091407,             0.00091407
                     25,                 1.2626,                 1.9886,                0.95538,                0.00246,                   0.75,                0.30314,                0.19976,                 1.5486,                 3.9218,                 1.1298,             0.00094048,             0.00094048,             0.00094048
                     26,                 1.4372,                 2.0233,                 1.0106,                0.16627,                    0.5,                0.29137,                0.19402,                 1.5783,                 3.9048,                 1.1563,              0.0009659,              0.0009659,              0.0009659
                     27,                 1.2259,                 1.9674,                0.99582,                0.42967,                    0.5,                0.31458,                0.19667,                 1.4508,                 3.7074,                 1.1021,             0.00099033,             0.00099033,             0.00099033
                     28,                 1.4376,                 1.9615,                  1.001,                0.41339,                    0.5,                0.53688,                0.30356,                 1.5057,                 3.8014,                 1.0781,              0.0010138,              0.0010138,              0.0010138
                     29,                 1.4871,                  1.967,                0.96059,                0.41339,                    0.5,                0.53688,                0.30356,                 1.5057,                 3.8014,                 1.0781,              0.0010362,              0.0010362,              0.0010362
                     30,                 1.3255,                 2.1769,                 0.9969,                0.00255,                   0.75,                 0.6202,                0.34717,                 1.6686,                 3.9463,                 1.1177,              0.0010577,              0.0010577,              0.0010577
                     31,                 1.3314,                 2.0353,                 1.0271,                0.00261,                   0.75,                0.62019,                0.34718,                   1.68,                 3.8609,                 1.1177,              0.0010781,              0.0010781,              0.0010781
                     32,                 1.2759,                 1.9347,                 1.1205,                0.78174,                    0.5,                0.67093,                0.29867,                 1.9735,                 3.7978,                 1.2835,              0.0010976,              0.0010976,              0.0010976
                     33,                 1.5622,                 2.1025,                0.99705,                0.78174,                    0.5,                0.67093,                0.29867,                 1.9735,                 3.7978,                 1.2835,              0.0011161,              0.0011161,              0.0011161
                     34,                 1.4244,                 1.8914,                 1.0263,                0.68505,                    0.5,                   0.72,                0.31508,                 2.0537,                 3.3302,                 1.3022,              0.0011224,              0.0011224,              0.0011224
                     35,                 1.3361,                 1.7933,                 1.0132,                0.78661,                    0.5,                0.76167,                0.37423,                 1.9107,                  3.214,                 1.3053,              0.0011224,              0.0011224,              0.0011224
                     36,                 1.4273,                 1.9677,                0.99631,                0.71586,                0.87601,                   0.87,                0.39759,                  1.688,                 3.3079,                 1.1429,              0.0011059,              0.0011059,              0.0011059
                     37,                 1.4398,                 1.9362,                 1.0163,                0.71586,                0.87601,                   0.87,                0.39759,                  1.688,                 3.3079,                 1.1429,              0.0010894,              0.0010894,              0.0010894
                     38,                 1.5022,                 2.3906,                0.91689,                0.68406,                0.78582,                   0.87,                0.47197,                 1.4964,                 3.1913,                 1.0687,              0.0010729,              0.0010729,              0.0010729
                     39,                 1.4417,                 1.8321,                 1.0357,                0.73213,                0.69849,                  0.845,                0.51634,                 1.5658,                 3.1874,                 1.0659,              0.0010564,              0.0010564,              0.0010564
                     40,                 1.2824,                 2.0323,                0.95761,                0.76119,                0.77973,                0.91167,                0.48878,                 1.7822,                  2.825,                 1.1021,              0.0010399,              0.0010399,              0.0010399
                     41,                 1.2809,                 2.0155,                0.93322,                0.76119,                0.77973,                0.91167,                0.48878,                 1.7822,                  2.825,                 1.1021,              0.0010234,              0.0010234,              0.0010234
                     42,                 1.4882,                 1.8783,                 1.0426,                0.75239,                0.94357,                0.91167,                0.46401,                  1.799,                 2.5364,                 1.0898,              0.0010069,              0.0010069,              0.0010069
                     43,                  1.541,                  1.865,                0.98329,                      1,                0.96094,                  0.995,                0.55944,                 1.7858,                 2.5791,                 1.0968,             0.00099036,             0.00099036,             0.00099036
                     44,                 1.3982,                 1.8249,                0.92736,                0.96957,                 0.9089,                  0.995,                0.62135,                 1.6351,                 2.4583,                 1.1081,             0.00097386,             0.00097386,             0.00097386
                     45,                 1.3382,                 1.7286,                0.91351,                0.96957,                 0.9089,                  0.995,                0.62135,                 1.6351,                 2.4583,                 1.1081,             0.00095736,             0.00095736,             0.00095736
                     46,                 1.3527,                 1.8013,                0.95268,                0.88921,                0.97445,                  0.995,                0.67131,                 1.5134,                 2.2246,                 1.0779,             0.00094085,             0.00094085,             0.00094085
                     47,                 1.6571,                 2.8542,                0.97212,                0.87772,                0.97847,                  0.995,                 0.6094,                 1.5532,                 2.1209,                  1.075,             0.00092435,             0.00092435,             0.00092435
                     48,                 1.3146,                 1.6437,                0.96697,                0.88727,                0.98237,                  0.995,                0.50974,                  1.635,                 2.1315,                 1.1026,             0.00090785,             0.00090785,             0.00090785
                     49,                 1.2653,                 1.6818,                 1.0377,                0.88727,                0.98237,                  0.995,                0.50974,                  1.635,                 2.1315,                 1.1026,             0.00089134,             0.00089134,             0.00089134
                     50,                 1.4363,                 1.7979,                0.95848,                0.87862,                0.98285,                  0.995,                0.47235,                 1.8824,                 2.0227,                  1.166,             0.00087484,             0.00087484,             0.00087484
                     51,                 1.3152,                 1.8548,                0.97626,                0.85969,                0.97808,                  0.995,                0.50442,                 1.7313,                 2.2368,                 1.1514,             0.00085834,             0.00085834,             0.00085834
                     52,                 1.3493,                 1.7008,                 0.9921,                0.86452,                0.97488,                  0.995,                0.56493,                 1.4592,                 2.2238,                  1.072,             0.00084184,             0.00084184,             0.00084184
                     53,                 1.3608,                  1.971,                 1.0081,                0.86452,                0.97488,                  0.995,                0.56493,                 1.4592,                 2.2238,                  1.072,             0.00082533,             0.00082533,             0.00082533
                     54,                 1.3343,                 1.7926,                 1.0381,                0.97231,                0.87901,                  0.995,                0.57826,                 1.2977,                 2.2023,                 1.1062,             0.00080883,             0.00080883,             0.00080883
                     55,                 1.2435,                 1.6843,                0.93364,                0.94528,                 0.9352,                  0.995,                0.52479,                 1.3909,                 2.1719,                 1.0754,             0.00079233,             0.00079233,             0.00079233
                     56,                 1.1997,                 1.6053,                0.95087,                0.80989,                0.93286,                  0.995,                0.50461,                 1.5571,                 2.3077,                 1.1265,             0.00077582,             0.00077582,             0.00077582
                     57,                 1.2888,                 1.5291,                0.91146,                0.80989,                0.93286,                  0.995,                0.50461,                 1.5571,                 2.3077,                 1.1265,             0.00075932,             0.00075932,             0.00075932
                     58,                 1.3017,                  1.534,                0.94413,                   0.82,                0.91057,                0.82917,                0.38436,                 1.6547,                 2.2945,                 1.1693,             0.00074282,             0.00074282,             0.00074282
                     59,                   1.32,                 1.3815,                0.93881,                0.75661,                0.97935,                0.91167,                0.47562,                 1.7518,                 2.2544,                  1.195,             0.00072631,             0.00072631,             0.00072631
                     60,                 1.2913,                  1.509,                 0.9628,                      1,                0.78411,                  0.995,                0.49037,                  1.871,                  2.217,                 1.2244,             0.00070981,             0.00070981,             0.00070981
                     61,                 1.2665,                 1.6977,                0.93239,                      1,                0.78411,                  0.995,                0.49037,                  1.871,                  2.217,                 1.2244,             0.00069331,             0.00069331,             0.00069331
                     62,                 1.2946,                 1.4755,                0.99738,                0.96669,                0.81732,                  0.995,                0.52187,                 1.9533,                 2.1688,                 1.2546,              0.0006768,              0.0006768,              0.0006768
                     63,                 1.2724,                 1.3329,                0.95133,                 0.9716,                0.87127,                  0.995,                0.52537,                 1.9865,                 2.1755,                 1.2404,              0.0006603,              0.0006603,              0.0006603
                     64,                 1.3099,                 1.8018,                  1.001,                0.97102,                0.93246,                  0.995,                  0.487,                 1.9479,                 2.1261,                 1.2121,              0.0006438,              0.0006438,              0.0006438
                     65,                 1.3628,                 1.5851,                0.93747,                0.97102,                0.93246,                  0.995,                  0.487,                 1.9479,                 2.1261,                 1.2121,             0.00062729,             0.00062729,             0.00062729
                     66,                 1.2962,                 1.4751,                0.95038,                0.97374,                0.95891,                  0.995,                0.53475,                 1.8071,                 2.1652,                 1.1601,             0.00061079,             0.00061079,             0.00061079
                     67,                  1.168,                 1.5279,                0.92918,                0.98194,                0.94401,                  0.995,                0.60875,                 1.6237,                 2.0983,                 1.1175,             0.00059429,             0.00059429,             0.00059429
                     68,                 1.0884,                 1.3326,                0.89428,                0.98266,                0.91435,                  0.995,                0.68349,                 1.5373,                 1.9703,                 1.0922,             0.00057778,             0.00057778,             0.00057778
                     69,                 1.1685,                 1.2666,                0.94699,                0.98266,                0.91435,                  0.995,                0.68349,                 1.5373,                 1.9703,                 1.0922,             0.00056128,             0.00056128,             0.00056128
                     70,                 1.2003,                 1.3506,                0.89169,                0.97519,                0.87452,                  0.995,                0.64703,                 1.4795,                 1.8174,                 1.0856,             0.00054478,             0.00054478,             0.00054478
                     71,                 1.2653,                  1.345,                 0.9727,                0.97307,                0.84507,                  0.995,                0.62305,                 1.5858,                 1.8342,                  1.114,             0.00052827,             0.00052827,             0.00052827
                     72,                 1.4017,                 1.5476,                0.98197,                0.97351,                0.86712,                  0.995,                 0.5965,                 1.7993,                 1.9648,                 1.1782,             0.00051177,             0.00051177,             0.00051177
                     73,                 1.0253,                 1.3639,                0.99061,                0.97351,                0.86712,                  0.995,                 0.5965,                 1.7993,                 1.9648,                 1.1782,             0.00049527,             0.00049527,             0.00049527
                     74,                 1.3152,                 1.5868,                0.97512,                0.98087,                0.90196,                  0.995,                0.61323,                 1.9178,                 2.0712,                 1.2475,             0.00047876,             0.00047876,             0.00047876
                     75,                 1.3139,                 1.5612,                0.93392,                0.98731,                 0.9191,                  0.995,                0.60037,                 1.9235,                 2.2156,                 1.2656,             0.00046226,             0.00046226,             0.00046226
                     76,                  1.347,                 1.3474,                0.94321,                 0.9805,                0.92931,                  0.995,                0.59848,                 1.9168,                 2.2065,                 1.3056,             0.00044576,             0.00044576,             0.00044576
                     77,                 1.2549,                 1.3984,                 1.0211,                 0.9805,                0.92931,                  0.995,                0.59848,                 1.9168,                 2.2065,                 1.3056,             0.00042925,             0.00042925,             0.00042925
                     78,                 1.3906,                  1.398,                 1.0226,                0.97866,                0.93589,                  0.995,                0.58014,                 1.9475,                 2.1444,                 1.3437,             0.00041275,             0.00041275,             0.00041275
                     79,                 1.0615,                 1.2431,                0.87534,                0.97071,                0.94505,                  0.995,                0.58269,                 1.8159,                 1.8877,                 1.3144,             0.00039625,             0.00039625,             0.00039625
                     80,                0.98395,                 1.4074,                 0.8751,                0.96983,                0.95132,                  0.995,                0.65165,                 1.5918,                 1.7222,                 1.2869,             0.00037974,             0.00037974,             0.00037974
                     81,                 1.2288,                 1.3162,                0.94367,                0.96983,                0.95132,                  0.995,                0.65165,                 1.5918,                 1.7222,                 1.2869,             0.00036324,             0.00036324,             0.00036324
                     82,                 1.1435,                 1.3026,                0.96221,                0.96765,                0.95498,                  0.995,                0.65165,                 1.5044,                 1.6248,                 1.2655,             0.00034674,             0.00034674,             0.00034674
                     83,                 1.1326,                 1.5299,                  1.064,                0.96894,                0.95155,                  0.995,                0.65324,                 1.5377,                 1.6089,                 1.2482,             0.00033023,             0.00033023,             0.00033023
                     84,                 1.0312,                 1.2384,                0.93123,                 0.9767,                0.93378,                  0.995,                0.65256,                 1.6202,                 1.6929,                 1.2392,             0.00031373,             0.00031373,             0.00031373
                     85,                 1.0608,                 1.1775,                0.92223,                 0.9767,                0.93378,                  0.995,                0.65256,                 1.6202,                 1.6929,                 1.2392,             0.00029723,             0.00029723,             0.00029723
                     86,                 1.0235,                 1.2506,                0.87141,                0.98268,                0.94389,                  0.995,                0.67844,                 1.6184,                 1.7513,                 1.1995,             0.00028072,             0.00028072,             0.00028072
                     87,                 1.1033,                  1.214,                0.93005,                0.98185,                0.94128,                  0.995,                0.64633,                 1.6034,                 1.7485,                 1.1723,             0.00026422,             0.00026422,             0.00026422
                     88,                 1.0709,                 1.2007,                0.94497,                0.97365,                0.94052,                  0.995,                0.67547,                 1.5834,                 1.7402,                 1.1553,             0.00024772,             0.00024772,             0.00024772
                     89,                 1.0452,                 1.1592,                0.91356,                0.97365,                0.94052,                  0.995,                0.67547,                 1.5834,                 1.7402,                 1.1553,             0.00023121,             0.00023121,             0.00023121
                     90,                 0.9785,                 1.0991,                0.95766,                0.97137,                0.92539,                  0.995,                0.70011,                 1.5909,                 1.7305,                 1.1423,             0.00021471,             0.00021471,             0.00021471
                     91,                 1.0104,                 1.4283,                0.89977,                0.97208,                0.91181,                  0.995,                0.69628,                 1.5748,                 1.7397,                 1.1379,             0.00019821,             0.00019821,             0.00019821
                     92,                0.98801,                 1.3983,                0.94824,                0.97274,                0.90206,                  0.995,                0.69628,                 1.5313,                 1.7346,                 1.1494,              0.0001817,              0.0001817,              0.0001817
                     93,                 1.0934,                  1.523,                0.95626,                0.97274,                0.90206,                  0.995,                0.69628,                 1.5313,                 1.7346,                 1.1494,              0.0001652,              0.0001652,              0.0001652
                     94,                 1.0072,                 1.3088,                0.94037,                0.97405,                0.89087,                  0.995,                 0.6713,                 1.4942,                 1.7377,                 1.1666,              0.0001487,              0.0001487,              0.0001487
                     95,                 1.0104,                 1.3041,                0.93954,                0.97529,                0.88867,                  0.995,                 0.6713,                 1.4619,                 1.7582,                 1.1765,             0.00013219,             0.00013219,             0.00013219
                     96,                0.82375,                 1.2738,                0.90534,                0.97635,                0.88441,                  0.995,                0.69606,                 1.4561,                 1.7881,                  1.191,             0.00011569,             0.00011569,             0.00011569
                     97,                0.92323,                 1.3328,                0.86621,                0.97635,                0.88441,                  0.995,                0.69606,                 1.4561,                 1.7881,                  1.191,             9.9187e-05,             9.9187e-05,             9.9187e-05
                     98,                  1.056,                 1.2729,                0.95011,                0.97693,                0.88673,                  0.995,                 0.6713,                 1.4605,                 1.8039,                 1.1902,             8.2683e-05,             8.2683e-05,             8.2683e-05
                     99,                 1.2122,                 1.6728,                0.96315,                0.97773,                0.88698,                  0.995,                 0.6713,                 1.4703,                 1.8204,                 1.1865,              6.618e-05,              6.618e-05,              6.618e-05
                    100,                 1.0085,                 1.4665,                0.86812,                0.97818,                0.88433,                  0.995,                 0.6713,                 1.4797,                  1.858,                 1.1841,             4.9677e-05,             4.9677e-05,             4.9677e-05
